Comente,texto_sem_emojis,texto_sem_emojis_limpo
😂😂😂😂,face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy
"Quanto tempo eu dormi, como assim manu está grávida 😍😍","Quanto tempo eu dormi, como assim manu está grávida smiling_face_with_heart-eyessmiling_face_with_heart-eyes",uanto tempo eu dormi como assim manu está grávida smilingfacewithhearteyessmilingfacewithhearteyes
"Quero meu dinheiro, não consegui nem comprar uma banda de frango. Pq bloquearam minha conta.","Quero meu dinheiro, não consegui nem comprar uma banda de frango. Pq bloquearam minha conta.",uero meu dinheiro não consegui nem comprar uma banda de frango q bloquearam minha conta
Diva! 😍 vontade de querer saber uma listinha da Manu pra cada categoria 💜,Diva! smiling_face_with_heart-eyes vontade de querer saber uma listinha da Manu pra cada categoria purple_heart,iva smilingfacewithhearteyes vontade de querer saber uma listinha da anu pra cada categoria purpleheart
😂😂😂😂😂😂😂,face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy
@adriele_silva024 descobri agora também 😍,@adriele_silva024 descobri agora também smiling_face_with_heart-eyes,adrielesilva descobri agora também smilingfacewithhearteyes
"PELO AMOR DE DEUS, EU PRECISO DO MEU DINHEIRO 😭😭😭😭 NÃO FIZ ALMOÇO HOJE POR CONTA DESSE DINHEIRO QUE ESTÁ NESSE BANCO.
#suicidionãoéfrescura #fome #pagarcontas","PELO AMOR DE DEUS, EU PRECISO DO MEU DINHEIRO loudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_face NÃO FIZ ALMOÇO HOJE POR CONTA DESSE DINHEIRO QUE ESTÁ NESSE BANCO.
#suicidionãoéfrescura #fome #pagarcontas",loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface Ã Ç Á suicidionãoéfrescura fome pagarcontas
@adriele_silva024 você não está sozinha 😮,@adriele_silva024 você não está sozinha face_with_open_mouth,adrielesilva você não está sozinha facewithopenmouth
💜,purple_heart,purpleheart
@adriele_silva024 tamo junto fiquei chocada kkkk,@adriele_silva024 tamo junto fiquei chocada kkkk,adrielesilva tamo junto fiquei chocada kkkk
"@adriele_silva024 também to em choque, porque descobri agora","@adriele_silva024 também to em choque, porque descobri agora",adrielesilva também to em choque porque descobri agora
"KKKKKKKKKKK eu amo ela véi, na moral","KKKKKKKKKKK eu amo ela véi, na moral",eu amo ela véi na moral
@adriele_silva024 eu tbm não! Kkkkkkk,@adriele_silva024 eu tbm não! Kkkkkkk,adrielesilva eu tbm não kkkkkk
"É menina, menino ou menine? Kkkk","É menina, menino ou menine? Kkkk",É menina menino ou menine kkk
@nubank sabe que só sou cliente de vocês por conta dela... Fim,@nubank sabe que só sou cliente de vocês por conta dela... Fim,nubank sabe que só sou cliente de vocês por conta dela im
@adriele_silva024 eu também não sabia ....,@adriele_silva024 eu também não sabia ....,adrielesilva eu também não sabia
Eu tbm descobri agora 😂❤️,Eu tbm descobri agora face_with_tears_of_joyred_heart,u tbm descobri agora facewithtearsofjoyredheart
😍😍😍😍😍😍,smiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyes,smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes
😍💜,smiling_face_with_heart-eyespurple_heart,smilingfacewithhearteyespurpleheart
Não gostava dela no bbb mas aqui fora admiro,Não gostava dela no bbb mas aqui fora admiro,ão gostava dela no bbb mas aqui fora admiro
💜💜💜💜💜💜,purple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart,purpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheart
Divaaa rsrs ❤️,Divaaa rsrs red_heart,ivaaa rsrs redheart
Ela tá grávida?,Ela tá grávida?,la tá grávida
"@islaine.silvacarvalho alguém fez denúncia da sua chave pix, você fica “marcada” como suspeita","@islaine.silvacarvalho alguém fez denúncia da sua chave pix, você fica “marcada” como suspeita",islainesilvacarvalho alguém fez denúncia da sua chave pix você fica marcada como suspeita
@adriele_silva024 eu não sabiaaa,@adriele_silva024 eu não sabiaaa,adrielesilva eu não sabiaaa
Como assim ela tá grávida ? 💜😍,Como assim ela tá grávida ? purple_heartsmiling_face_with_heart-eyes,omo assim ela tá grávida purpleheartsmilingfacewithhearteyes
"Mas aí está a questão, quando chamei não me falaram nada somente que estava tudo ok com meu pix e que não tinha como retirar essa alerta, Depois fiz uma denúncia no reclame aqui eles falaram que somente por precaução fazem isso; mas que analisaram meu perfil e que não ia aparecer mais essa alerta no meu pix, até então não recebi mais reclamação sobre.","Mas aí está a questão, quando chamei não me falaram nada somente que estava tudo ok com meu pix e que não tinha como retirar essa alerta, Depois fiz uma denúncia no reclame aqui eles falaram que somente por precaução fazem isso; mas que analisaram meu perfil e que não ia aparecer mais essa alerta no meu pix, até então não recebi mais reclamação sobre.",as aí está a questão quando chamei não me falaram nada somente que estava tudo ok com meu pix e que não tinha como retirar essa alerta epois fiz uma denúncia no reclame aqui eles falaram que somente por precaução fazem isso mas que analisaram meu perfil e que não ia aparecer mais essa alerta no meu pix até então não recebi mais reclamação sobre
UMA MONSTRA DE MULHER👏👏👏👏👏,UMA MONSTRA DE MULHERclapping_handsclapping_handsclapping_handsclapping_handsclapping_hands,clappinghandsclappinghandsclappinghandsclappinghandsclappinghands
"Eu realmente preciso de mais opiniões sobre cinema da @manugavassi ... Não sabia disso... Mas agora sei... Por favor, mais","Eu realmente preciso de mais opiniões sobre cinema da @manugavassi ... Não sabia disso... Mas agora sei... Por favor, mais",u realmente preciso de mais opiniões sobre cinema da manugavassi ão sabia disso as agora sei or favor mais
Belíssimaaaa pqp,Belíssimaaaa pqp,elíssimaaaa pqp
Eles tão bloqueando a conta de trabalhadores sem motivo,Eles tão bloqueando a conta de trabalhadores sem motivo,les tão bloqueando a conta de trabalhadores sem motivo
Eles tão bloqueando saldos,Eles tão bloqueando saldos,les tão bloqueando saldos
@nubank mas eu vi um cara que foi bloqueado sem motivo,@nubank mas eu vi um cara que foi bloqueado sem motivo,nubank mas eu vi um cara que foi bloqueado sem motivo
Bloqueio sem motivos,Bloqueio sem motivos,loqueio sem motivos
Banco pessimo,Banco pessimo,anco pessimo
Não resolve o problema e fico com meu dinheiro preso,Não resolve o problema e fico com meu dinheiro preso,ão resolve o problema e fico com meu dinheiro preso
Safaaaados cadê o meu dinheirooooo,Safaaaados cadê o meu dinheirooooo,afaaaados cadê o meu dinheirooooo
"@nubank aumenta meu limite ai pow, fiz o amarelinho e ganhei um limite bom.","@nubank aumenta meu limite ai pow, fiz o amarelinho e ganhei um limite bom.",nubank aumenta meu limite ai pow fiz o amarelinho e ganhei um limite bom
😍😍😍,smiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyes,smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes
😂😂,face_with_tears_of_joyface_with_tears_of_joy,facewithtearsofjoyfacewithtearsofjoy
🔥🔥🔥,firefirefire,firefirefire
❤️❤️,red_heartred_heart,redheartredheart
TE AMOOOOOOO VC SALVOU MINHA VIDA TE AMO TE AMO TE AMO,TE AMOOOOOOO VC SALVOU MINHA VIDA TE AMO TE AMO TE AMO,
LINDA LINDA LIDNA LIDNWHH VI QKGWIFWOHWKELINDAAAAAA,LINDA LINDA LIDNA LIDNWHH VI QKGWIFWOHWKELINDAAAAAA,
já passaram os 3 dias e até agora sem retorno. Gostaria de deixar registrado a porcaria que é esse banco.,já passaram os 3 dias e até agora sem retorno. Gostaria de deixar registrado a porcaria que é esse banco.,já passaram os dias e até agora sem retorno ostaria de deixar registrado a porcaria que é esse banco
💜,purple_heart,purpleheart
"@elaine5079 amiga fala cmg se eles te devolveram , eles também estão com 12 mil meu presos não aguento mais","@elaine5079 amiga fala cmg se eles te devolveram , eles também estão com 12 mil meu presos não aguento mais",elaine amiga fala cmg se eles te devolveram eles também estão com mil meu presos não aguento mais
@tavares_rj21 tô na mesma amanhã e o último dia pra eles tranferir que inferno,@tavares_rj21 tô na mesma amanhã e o último dia pra eles tranferir que inferno,tavaresrj tô na mesma amanhã e o último dia pra eles tranferir que inferno
Nubank + Manu= Sucesso total 👏🏼👏🏼,Nubank + Manu= Sucesso total clapping_hands_medium-light_skin_toneclapping_hands_medium-light_skin_tone,ubank anu ucesso total clappinghandsmediumlightskintoneclappinghandsmediumlightskintone
Perfeita 😍😍,Perfeita smiling_face_with_heart-eyessmiling_face_with_heart-eyes,erfeita smilingfacewithhearteyessmilingfacewithhearteyes
Sempre as melhores dicas! 😍,Sempre as melhores dicas! smiling_face_with_heart-eyes,empre as melhores dicas smilingfacewithhearteyes
Ela arrasa tanto 👏💜,Ela arrasa tanto clapping_handspurple_heart,la arrasa tanto clappinghandspurpleheart
"Meu medo é - NÃO TENHO CONTA COM VCS, NÃO TENHO CARTÃO, NÃO TENHO APP, ainda sim fizeram uma compra no meu nome. Liga,liga,manda email atrás de email, protocolo atrás de protocolo e NADA D RESOLVEREM O PROBLEMA. pois é o medo virou realidade. Fizeram uma compra no cartão da NUBANK no nome do meu esposo. E ele nem possuí conta com vcs","Meu medo é - NÃO TENHO CONTA COM VCS, NÃO TENHO CARTÃO, NÃO TENHO APP, ainda sim fizeram uma compra no meu nome. Liga,liga,manda email atrás de email, protocolo atrás de protocolo e NADA D RESOLVEREM O PROBLEMA. pois é o medo virou realidade. Fizeram uma compra no cartão da NUBANK no nome do meu esposo. E ele nem possuí conta com vcs",eu medo é Ã Ã Ã Ã ainda sim fizeram uma compra no meu nome igaligamanda email atrás de email protocolo atrás de protocolo e pois é o medo virou realidade izeram uma compra no cartão da no nome do meu esposo ele nem possuí conta com vcs
@nubank já!,@nubank já!,nubank já
Ah achei que era só o meu fora do ad,Ah achei que era só o meu fora do ad,h achei que era só o meu fora do ad
"Acabou de sair do ar ? E normal isso deveria avisar a gente nas propagandas que de tempos em tempos ele dá esse susto,essa pegadinha no cliente,um quase infarto 😂","Acabou de sair do ar ? E normal isso deveria avisar a gente nas propagandas que de tempos em tempos ele dá esse susto,essa pegadinha no cliente,um quase infarto face_with_tears_of_joy",cabou de sair do ar normal isso deveria avisar a gente nas propagandas que de tempos em tempos ele dá esse sustoessa pegadinha no clienteum quase infarto facewithtearsofjoy
@mariliasocialmedia me deram 48 horas pra atualizar mais quero saber se atrasar minha conta @nubank bmvcs vão pagar os juros ?,@mariliasocialmedia me deram 48 horas pra atualizar mais quero saber se atrasar minha conta @nubank bmvcs vão pagar os juros ?,mariliasocialmedia me deram horas pra atualizar mais quero saber se atrasar minha conta nubank bmvcs vão pagar os juros
"@nubank está sim acabei de ligar,falem a verdade me deram 48 horas pra normalizar","@nubank está sim acabei de ligar,falem a verdade me deram 48 horas pra normalizar",nubank está sim acabei de ligarfalem a verdade me deram horas pra normalizar
@nubank foi só eu fazer a tão atualização e meu coração quase infarta pois não tiver mais acesso a minha conta,@nubank foi só eu fazer a tão atualização e meu coração quase infarta pois não tiver mais acesso a minha conta,nubank foi só eu fazer a tão atualização e meu coração quase infarta pois não tiver mais acesso a minha conta
"Rapaz, o app não estar funcionando da pra entender, mais se nem o cartão funcionar é sacanagem","Rapaz, o app não estar funcionando da pra entender, mais se nem o cartão funcionar é sacanagem",apaz o app não estar funcionando da pra entender mais se nem o cartão funcionar é sacanagem
"@nubank Meu app não entra. Falando que é a rede.
Mas está tudo certo com minha rede. Já fiz todos os procedimentos, desinstalei e instalei, tudo. Não volta. Preciso do meu app. Vocês estão de sacanagem????","@nubank Meu app não entra. Falando que é a rede.
Mas está tudo certo com minha rede. Já fiz todos os procedimentos, desinstalei e instalei, tudo. Não volta. Preciso do meu app. Vocês estão de sacanagem????",nubank eu app não entra alando que é a rede as está tudo certo com minha rede á fiz todos os procedimentos desinstalei e instalei tudo ão volta reciso do meu app ocês estão de sacanagem
App fora do ar,App fora do ar,pp fora do ar
App fora do ar,App fora do ar,pp fora do ar
Mais alguém aí tentando entrar no aplicativo da nubank pra fazer pix e nada??,Mais alguém aí tentando entrar no aplicativo da nubank pra fazer pix e nada??,ais alguém aí tentando entrar no aplicativo da nubank pra fazer pix e nada
❤️❤️❤️❤️❤️❤️,red_heartred_heartred_heartred_heartred_heartred_heart,redheartredheartredheartredheartredheartredheart
