Comente,texto_sem_emojis,texto_sem_emojis_limpo,texto_final_en
"@schumannadvogados estou a 4 dias com minha conta bloqueada, e o suporte só manda eu esperar e nada se resolve","@schumannadvogados estou a 4 dias com minha conta bloqueada, e o suporte só manda eu esperar e nada se resolve",schumannadvogados estou a dias com minha conta bloqueada e o suporte só manda eu esperar e nada se resolve,Schumannadvogados I am on days with my blocked account and the support just tells me to wait and nothing is resolved
Você conseguiu resolver ?,Você conseguiu resolver ?,ocê conseguiu resolver,you managed to solve
"@alitheos2_ eles pagaram hj depois de 51 dias, de qualquer forma irei processar","@alitheos2_ eles pagaram hj depois de 51 dias, de qualquer forma irei processar",alitheos eles pagaram hj depois de dias de qualquer forma irei processar,Alitheos they paid today after days anyway I will sue
"@rodrigues_2025_rodrigues Entendemos como é angustiante Rodrigues, ainda mais quando o suporte só manda esperar. Vamos conversar melhor sobre isso no direct? O que acha?","@rodrigues_2025_rodrigues Entendemos como é angustiante Rodrigues, ainda mais quando o suporte só manda esperar. Vamos conversar melhor sobre isso no direct? O que acha?",rodriguesrodrigues ntendemos como é angustiante odrigues ainda mais quando o suporte só manda esperar amos conversar melhor sobre isso no direct que acha,RodriguesRodrigues We have not been distressing Odrigues even more when the support only orders to wait for it to talk better about it in the director you think
@rodrigues_2025_rodrigues não amigo,@rodrigues_2025_rodrigues não amigo,rodriguesrodrigues não amigo,RODRIGUESRODRIGUES NO FRIEND
@schumannadvogados topo 🤝,@schumannadvogados topo handshake,schumannadvogados topo handshake,schumannadvogados topo handshake
💜,purple_heart,purpleheart,purpleheart
💜💜,purple_heartpurple_heart,purpleheartpurpleheart,purpleheartpurpleheart
💜💜💜,purple_heartpurple_heartpurple_heart,purpleheartpurpleheartpurpleheart,purpleheartpurpleheartpurpleheart
💜💜💜💜,purple_heartpurple_heartpurple_heartpurple_heart,purpleheartpurpleheartpurpleheartpurpleheart,purpleheartpurpleheartpurpleheartpurpleheart
💜💜💜💜💜,purple_heartpurple_heartpurple_heartpurple_heartpurple_heart,purpleheartpurpleheartpurpleheartpurpleheartpurpleheart,purpleheartpurpleheartpurpleheartpurpleheartpurpleheart
Rainha do marketing,Rainha do marketing,ainha do marketing,ainha do marketing
Sempre lendária,Sempre lendária,empre lendária,legendary
Maravilhosa 😂🙏🙌👏❤️🥰😍,Maravilhosa face_with_tears_of_joyfolded_handsraising_handsclapping_handsred_heartsmiling_face_with_heartssmiling_face_with_heart-eyes,aravilhosa facewithtearsofjoyfoldedhandsraisinghandsclappinghandsredheartsmilingfacewithheartssmilingfacewithhearteyes,aravilhosa facewithtearsofjoyfoldedhandsraisinghandsclappinghandsredheartsmilingfacewithheartssmilingfacewithhearteyes
"Gente, ela já teve filho, crtz! A barriga é falsa. Manu vc é a melhor atriz!!!!!🔥🔥🔥🔥","Gente, ela já teve filho, crtz! A barriga é falsa. Manu vc é a melhor atriz!!!!!firefirefirefire",ente ela já teve filho crtz barriga é falsa anu vc é a melhor atrizfirefirefirefire,between she already had son crtz belly is fake anu you are the best actressfirefirefirefire
Vou seguir a nubank só por causa a manu💜❤️🔥,Vou seguir a nubank só por causa a manupurple_heartred_heartfire,ou seguir a nubank só por causa a manupurpleheartredheartfire,or follow Nubank just because of Manuppleheartredheartfire
"Não tem jeito, ela faz as melhores publi mesmo","Não tem jeito, ela faz as melhores publi mesmo",ão tem jeito ela faz as melhores publi mesmo,There is no way she does the best publishes
❤️,red_heart,redheart,redheart
💜💜💜💜💜💜,purple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart,purpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheart,purpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheart
Amo a publis dela💜❤️,Amo a publis delapurple_heartred_heart,mo a publis delapurpleheartredheart,mo a publis delapurpleheartredheart
hit do hit,hit do hit,hit do hit,hit do hit
😍😍😍,smiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyes,smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes,smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes
Meu Deus a gente nem percebe que é publi 💜,Meu Deus a gente nem percebe que é publi purple_heart,eu eus a gente nem percebe que é publi purpleheart,I EUS We don't even realize that it is publi purpleheart
Ameeei! Manu arrasa 💜,Ameeei! Manu arrasa purple_heart,meeei anu arrasa purpleheart,Meei Anu Arrara Purpleheart
"Quanto tempo eu dormi, agora que estou vendo que a Manu está grávida. Parabéns Deus abençoe 💜","Quanto tempo eu dormi, agora que estou vendo que a Manu está grávida. Parabéns Deus abençoe purple_heart",uanto tempo eu dormi agora que estou vendo que a anu está grávida arabéns eus abençoe purpleheart,A while I slept now that I am seeing that Anu is pregnant Ara Congratulations Eus bless Purpleheart
Quem acha que ela deveria ser apresentadora de um programa 🔥,Quem acha que ela deveria ser apresentadora de um programa fire,uem acha que ela deveria ser apresentadora de um programa fire,um thinks she should be the presenter of a Fire program
"Quando ela falou filme alternativo realmente bom só lembrei de Brilho Eterno de Uma Mente Sem Lembranças. O filme é alternativo do nome até roteiro, fotografia, tudo.","Quando ela falou filme alternativo realmente bom só lembrei de Brilho Eterno de Uma Mente Sem Lembranças. O filme é alternativo do nome até roteiro, fotografia, tudo.",uando ela falou filme alternativo realmente bom só lembrei de rilho terno de ma ente em embranças filme é alternativo do nome até roteiro fotografia tudo,undo she spoke really good alternative movie I just remembered a big tenderness in the movie is alternative from the name until script photography everything
😍😍,smiling_face_with_heart-eyessmiling_face_with_heart-eyes,smilingfacewithhearteyessmilingfacewithhearteyes,smilingfacewithhearteyessmilingfacewithhearteyes
AMOO💜,AMOOpurple_heart,purpleheart,purpleheart
Menina eu tbm kkkkk e ela grávida ta a cara da jenny Ortega,Menina eu tbm kkkkk e ela grávida ta a cara da jenny Ortega,enina eu tbm kkkkk e ela grávida ta a cara da jenny rtega,Enina Eu Tbm kkkkk and she pregnant is the face of Jenny Rrtega
Tu e de cinema baixinha!😍te amo desde 2016 Margot  eu e tu !,Tu e de cinema baixinha!smiling_face_with_heart-eyeste amo desde 2016 Margot  eu e tu !,u e de cinema baixinhasmilingfacewithhearteyeste amo desde argot eu e tu,u and cinema cinemaMilingfaceWithhearteyeste I love since Argot me and you
Hhjh,Hhjh,hjh,Hjh
A referência de Ainda estou aqui ❤️ Ela tá linda grávida,A referência de Ainda estou aqui red_heart Ela tá linda grávida,referência de inda estou aqui redheart la tá linda grávida,I am here I am here redheart la is beautiful pregnant
@adriele_silva024 Eu só soube quando vi uma propaganda do nubank no youtube e vim olhar a página dela kkkkk,@adriele_silva024 Eu só soube quando vi uma propaganda do nubank no youtube e vim olhar a página dela kkkkk,adrielesilva u só soube quando vi uma propaganda do nubank no youtube e vim olhar a página dela kkkkk,AdrieleSilva U I only knew when I saw a nubank advertisement on youtube and I came to look at her page kkkkk
@adriele_silva024 descobri hoje 😂,@adriele_silva024 descobri hoje face_with_tears_of_joy,adrielesilva descobri hoje facewithtearsofjoy,AdrieleSilva I discovered today faceWithtarSofjoy
"Não acompanho a Manu, mas as publi dela são perfeitas, não encontro nada igual no insta. Fora que acho ela extremamente inteligente e sagaz","Não acompanho a Manu, mas as publi dela são perfeitas, não encontro nada igual no insta. Fora que acho ela extremamente inteligente e sagaz",ão acompanho a anu mas as publi dela são perfeitas não encontro nada igual no insta ora que acho ela extremamente inteligente e sagaz,I follow the Anu but her publishes are perfect I can't find anything like it all that I find she is extremely smart and shrewd
Amei manu,Amei manu,mei manu,Mei Manu
👏👏👏👏👏,clapping_handsclapping_handsclapping_handsclapping_handsclapping_hands,clappinghandsclappinghandsclappinghandsclappinghandsclappinghands,clappinghandsclappinghandsclappinghandsclappinghandsclappinghands
E sério isso é verdade eu vou  tirar meu dinheiro de lá,E sério isso é verdade eu vou  tirar meu dinheiro de lá,sério isso é verdade eu vou tirar meu dinheiro de lá,Seriously this is true I will take my money from there
Só percebi que era publi no final do vídeo 👏🏻👏🏻,Só percebi que era publi no final do vídeo clapping_hands_light_skin_toneclapping_hands_light_skin_tone,ó percebi que era publi no final do vídeo clappinghandslightskintoneclappinghandslightskintone,O realized it was publishes at the end of the video clappinghandslightskintoneclappinghandslightskintone
É uma gênia 👏👏👏👏👏,É uma gênia clapping_handsclapping_handsclapping_handsclapping_handsclapping_hands,É uma gênia clappinghandsclappinghandsclappinghandsclappinghandsclappinghands,É uma gênia clappinghandsclappinghandsclappinghandsclappinghandsclappinghands
@adriele_silva024 eu descobri hoje e pasmem ela já pariu 😍,@adriele_silva024 eu descobri hoje e pasmem ela já pariu smiling_face_with_heart-eyes,adrielesilva eu descobri hoje e pasmem ela já pariu smilingfacewithhearteyes,Adrielesilva I discovered today and amazed she already gave birth to smilingfacewithhearteyes
Onde eu tava mesmo 😂😂😂😂 eu todinha 😂,Onde eu tava mesmo face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy eu todinha face_with_tears_of_joy,nde eu tava mesmo facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy eu todinha facewithtearsofjoy,nde I was really faceWithtarSOFJOYFACEWYTARSOFJOYFACEWITHTARSOFJOYFACEWITHTARSOFJOY
Quanto tempo eu dormi que entro aqui e me deparo com a diva gravíssima e linda,Quanto tempo eu dormi que entro aqui e me deparo com a diva gravíssima e linda,uanto tempo eu dormi que entro aqui e me deparo com a diva gravíssima e linda,A while I slept that I enter here and come across the very serious and beautiful diva
Quem mais está descobrindo com esse vídeo que ela está grávida? ❤️❤️,Quem mais está descobrindo com esse vídeo que ela está grávida? red_heartred_heart,uem mais está descobrindo com esse vídeo que ela está grávida redheartredheart,UEM more is discovering with this video that she is pregnant redheartredheart
💜,purple_heart,purpleheart,purpleheart
💜 gente nem sabia que estava grávida 💜 parabéns,purple_heart gente nem sabia que estava grávida purple_heart parabéns,purpleheart gente nem sabia que estava grávida purpleheart parabéns,Purpleheart people I didn't even know it was pregnant Purpleheart Congratulations
@adriele_silva024 mulher eu tomei um susto quando vi a barriguinha 😭,@adriele_silva024 mulher eu tomei um susto quando vi a barriguinha loudly_crying_face,adrielesilva mulher eu tomei um susto quando vi a barriguinha loudlycryingface,adrielesilva woman I was startled when I saw the tummy Loudlycryingface
💜😍,purple_heartsmiling_face_with_heart-eyes,purpleheartsmilingfacewithhearteyes,purpleheartsmilingfacewithhearteyes
E eu que descobri só hj que a Manu tá grávida!😂,E eu que descobri só hj que a Manu tá grávida!face_with_tears_of_joy,eu que descobri só hj que a anu tá grávidafacewithtearsofjoy,I who discovered only hj that Anu
