Comente,texto_sem_emojis,texto_sem_emojis_limpo,texto_final_en,texto_final_en_limpo,Tokens_lematizados_texto_final_en,Tokens_lematizados_sem_stopwords_texto_final_en,texto_final_en_processado_spacy
Assisto série de todos os tipos realmente Game of thrones foi a melhor,Assisto série de todos os tipos realmente Game of thrones foi a melhor,ssisto série de todos os tipos realmente ame of thrones foi a melhor,series series of all kinds really ame of thrones was the best,series series of all kinds really ame of thrones was the best,"['series', 'series', 'of', 'all', 'kind', 'really', 'ame', 'of', 'throne', 'be', 'the', 'good']","['series', 'series', 'kind', 'really', 'ame', 'throne', 'good']",series series kind really ame throne good
Oq mexe comigo é ouvir o despertador do celular na hora de trabalhar ou ver a fatura do cartão do nu bank kkkkkkkkmmm,Oq mexe comigo é ouvir o despertador do celular na hora de trabalhar ou ver a fatura do cartão do nu bank kkkkkkkkmmm,q mexe comigo é ouvir o despertador do celular na hora de trabalhar ou ver a fatura do cartão do nu bank kkkkkkkkmmm,q mess with me is listening to the phone's alarm clock when working or seeing the bank of the naked card kkkkkkkmm,q mess with me is listening to the phones alarm clock when working or seeing the bank of the naked card kkkkkkkmm,"['q', 'mess', 'with', 'I', 'be', 'listen', 'to', 'the', 'phone', 'alarm', 'clock', 'when', 'work', 'or', 'see', 'the', 'bank', 'of', 'the', 'naked', 'card', 'kkkkkkkmm']","['q', 'mess', 'I', 'listen', 'phone', 'alarm', 'clock', 'work', 'see', 'bank', 'naked', 'card', 'kkkkkkkmm']",q mess I listen phone alarm clock work see bank naked card kkkkkkkmm
@e.anjoss_ ?,@e.anjoss_ ?,eanjoss,eanjoss,eanjoss,['eanjoss'],['eanjoss'],eanjoss
Coloquei meu dinheiro na caixinha planejada e consigo tirar essa prr,Coloquei meu dinheiro na caixinha planejada e consigo tirar essa prr,oloquei meu dinheiro na caixinha planejada e consigo tirar essa prr,I olo I took my money in the planned box and I can take this PRR,i olo i took my money in the planned box and i can take this prr,"['I', 'olo', 'I', 'take', 'my', 'money', 'in', 'the', 'plan', 'box', 'and', 'I', 'can', 'take', 'this', 'prr']","['I', 'olo', 'I', 'take', 'money', 'plan', 'box', 'I', 'take', 'prr']",I olo I take money plan box I take prr
Oi,Oi,i,i,i,['I'],['I'],I
"@vinispartantips já arrumou, e é sim iPhone, deve te dado pau na atualização","@vinispartantips já arrumou, e é sim iPhone, deve te dado pau na atualização",vinispartantips já arrumou e é sim ihone deve te dado pau na atualização,Vinispartantips has already arranged and is yes Ihone must give you stick in the update,vinispartantips has already arranged and is yes ihone must give you stick in the update,"['vinispartantips', 'have', 'already', 'arrange', 'and', 'be', 'yes', 'ihone', 'must', 'give', 'you', 'stick', 'in', 'the', 'update']","['vinispartantips', 'already', 'arrange', 'yes', 'ihone', 'must', 'give', 'stick', 'update']",vinispartantips already arrange yes ihone must give stick update
Desbloqueia minha conta nubank😭,Desbloqueia minha conta nubankloudly_crying_face,esbloqueia minha conta nubankloudlycryingface,squins my account nubankloudlycryingface,squins my account nubankloudlycryingface,"['squin', 'my', 'account', 'nubankloudlycryingface']","['squin', 'account', 'nubankloudlycryingface']",squin account nubankloudlycryingface
"@nubank mandaram e-mail para mim apenas dizendo que o bloqueio é irreversível e não disseram o motivo, não fiz absolutamente nada para isso. Enviei e-mail, deram o prazo de 10 dias e nada. Resolva, por favor.","@nubank mandaram e-mail para mim apenas dizendo que o bloqueio é irreversível e não disseram o motivo, não fiz absolutamente nada para isso. Enviei e-mail, deram o prazo de 10 dias e nada. Resolva, por favor.",nubank mandaram email para mim apenas dizendo que o bloqueio é irreversível e não disseram o motivo não fiz absolutamente nada para isso nviei email deram o prazo de dias e nada esolva por favor,Nubank sent email to me just by saying that the block is irreversible and they didn't say the reason I did absolutely nothing for it nvii email gave the period of days and nothing esolve please please,nubank sent email to me just by saying that the block is irreversible and they didnt say the reason i did absolutely nothing for it nvii email gave the period of days and nothing esolve please please,"['nubank', 'send', 'email', 'to', 'I', 'just', 'by', 'say', 'that', 'the', 'block', 'be', 'irreversible', 'and', 'they', 'do', 'not', 'say', 'the', 'reason', 'I', 'do', 'absolutely', 'nothing', 'for', 'it', 'nvii', 'email', 'give', 'the', 'period', 'of', 'day', 'and', 'nothing', 'esolve', 'please', 'please']","['nubank', 'send', 'email', 'I', 'say', 'block', 'irreversible', 'say', 'reason', 'I', 'absolutely', 'nothing', 'nvii', 'email', 'give', 'period', 'day', 'nothing', 'esolve', 'please', 'please']",nubank send email I say block irreversible say reason I absolutely nothing nvii email give period day nothing esolve please please
👍👏,thumbs_upclapping_hands,thumbsupclappinghands,thumbsupclappinghands,thumbsupclappinghands,['thumbsupclappinghand'],['thumbsupclappinghand'],thumbsupclappinghand
pedi meu cartão com limite de 200 dinheiros fiquei dia todo na porta de casa apareceu como entregue mas não vi ninguém que ao menos se parecesse carteiro como faz pra pedir um novo kk no app ta mandando esperar ou procurar com vizinho sendo que ja fiz isso,pedi meu cartão com limite de 200 dinheiros fiquei dia todo na porta de casa apareceu como entregue mas não vi ninguém que ao menos se parecesse carteiro como faz pra pedir um novo kk no app ta mandando esperar ou procurar com vizinho sendo que ja fiz isso,pedi meu cartão com limite de dinheiros fiquei dia todo na porta de casa apareceu como entregue mas não vi ninguém que ao menos se parecesse carteiro como faz pra pedir um novo kk no app ta mandando esperar ou procurar com vizinho sendo que ja fiz isso,I ordered my card with money limit I stayed all day at the door of the house appeared as delivered but I saw no one who at least if it seemed postman as you do to ask for a new kk in the app you order to wait or look with neighbor and I did it,i ordered my card with money limit i stayed all day at the door of the house appeared as delivered but i saw no one who at least if it seemed postman as you do to ask for a new kk in the app you order to wait or look with neighbor and i did it,"['I', 'order', 'my', 'card', 'with', 'money', 'limit', 'I', 'stay', 'all', 'day', 'at', 'the', 'door', 'of', 'the', 'house', 'appear', 'as', 'deliver', 'but', 'I', 'see', 'no', 'one', 'who', 'at', 'least', 'if', 'it', 'seem', 'postman', 'as', 'you', 'do', 'to', 'ask', 'for', 'a', 'new', 'kk', 'in', 'the', 'app', 'you', 'order', 'to', 'wait', 'or', 'look', 'with', 'neighbor', 'and', 'I', 'do', 'it']","['I', 'order', 'card', 'money', 'limit', 'I', 'stay', 'day', 'door', 'house', 'appear', 'deliver', 'I', 'see', 'one', 'least', 'seem', 'postman', 'ask', 'new', 'kk', 'app', 'order', 'wait', 'look', 'neighbor', 'I']",I order card money limit I stay day door house appear deliver I see one least seem postman ask new kk app order wait look neighbor I
O p,O p,p,p,p,['p'],['p'],p
Aumente meu limite de crédito e muita enrolação,Aumente meu limite de crédito e muita enrolação,umente meu limite de crédito e muita enrolação,my credit limit and a lot of winding,my credit limit and a lot of winding,"['my', 'credit', 'limit', 'and', 'a', 'lot', 'of', 'wind']","['credit', 'limit', 'lot', 'wind']",credit limit lot wind
@nubank se é fundamental porque não muda essa burocracia não só eu q está insatisfeito com essa dificuldade,@nubank se é fundamental porque não muda essa burocracia não só eu q está insatisfeito com essa dificuldade,nubank se é fundamental porque não muda essa burocracia não só eu q está insatisfeito com essa dificuldade,Nubank if it is fundamental because it does not change this bureaucracy not only I is dissatisfied with this difficulty,nubank if it is fundamental because it does not change this bureaucracy not only i is dissatisfied with this difficulty,"['nubank', 'if', 'it', 'be', 'fundamental', 'because', 'it', 'do', 'not', 'change', 'this', 'bureaucracy', 'not', 'only', 'I', 'be', 'dissatisfied', 'with', 'this', 'difficulty']","['nubank', 'fundamental', 'change', 'bureaucracy', 'I', 'dissatisfied', 'difficulty']",nubank fundamental change bureaucracy I dissatisfied difficulty
Ver honestidade do Nubank no mercado de criptomoedas,Ver honestidade do Nubank no mercado de criptomoedas,er honestidade do ubank no mercado de criptomoedas,Ubank's Er Honesty in the cryptocurrency market,ubanks er honesty in the cryptocurrency market,"['ubank', 'er', 'honesty', 'in', 'the', 'cryptocurrency', 'market']","['ubank', 'er', 'honesty', 'cryptocurrency', 'market']",ubank er honesty cryptocurrency market
Que vcs me concedam empréstimo novamente,Que vcs me concedam empréstimo novamente,ue vcs me concedam empréstimo novamente,you guys grant me loan again,you guys grant me loan again,"['you', 'guy', 'grant', 'I', 'loan', 'again']","['guy', 'grant', 'I', 'loan']",guy grant I loan
@erikacgozzi misericórdia sério acho q vou é sair fora desse banco,@erikacgozzi misericórdia sério acho q vou é sair fora desse banco,erikacgozzi misericórdia sério acho q vou é sair fora desse banco,Erikacgozzi Mercy seriously I think I will be out of this bank,erikacgozzi mercy seriously i think i will be out of this bank,"['erikacgozzi', 'mercy', 'seriously', 'I', 'think', 'I', 'will', 'be', 'out', 'of', 'this', 'bank']","['erikacgozzi', 'mercy', 'seriously', 'I', 'think', 'I', 'bank']",erikacgozzi mercy seriously I think I bank
@nubank aumenta meu limite 🙏,@nubank aumenta meu limite folded_hands,nubank aumenta meu limite foldedhands,Nubank increases my foldedhands limit,nubank increases my foldedhands limit,"['nubank', 'increase', 'my', 'foldedhand', 'limit']","['nubank', 'increase', 'foldedhand', 'limit']",nubank increase foldedhand limit
Muita saúde e prosperidade 🙏,Muita saúde e prosperidade folded_hands,uita saúde e prosperidade foldedhands,Uita Health and Prosperity Foldedhands,uita health and prosperity foldedhands,"['uita', 'health', 'and', 'prosperity', 'foldedhand']","['uita', 'health', 'prosperity', 'foldedhand']",uita health prosperity foldedhand
"Um limite de empréstimo 💸 bem alto, com pouca taxa de juros 😂","Um limite de empréstimo money_with_wings bem alto, com pouca taxa de juros face_with_tears_of_joy",m limite de empréstimo moneywithwings bem alto com pouca taxa de juros facewithtearsofjoy,M HIGH HIGH MONEYWITHWINGS LIMIT WITH LOGO INTEREST RATE FACEWithCarSofjoy,m high high moneywithwings limit with logo interest rate facewithcarsofjoy,"['m', 'high', 'high', 'moneywithwing', 'limit', 'with', 'logo', 'interest', 'rate', 'facewithcarsofjoy']","['high', 'high', 'moneywithwing', 'limit', 'logo', 'interest', 'rate', 'facewithcarsofjoy']",high high moneywithwing limit logo interest rate facewithcarsofjoy
@nubank @saraiva_75 😢😢😢,@nubank @saraiva_75 crying_facecrying_facecrying_face,nubank saraiva cryingfacecryingfacecryingface,nubank saraiva cryingfacecryingfacecryingface,nubank saraiva cryingfacecryingfacecryingface,"['nubank', 'saraiva', 'cryingfacecryingfacecryingface']","['nubank', 'saraiva', 'cryingfacecryingfacecryingface']",nubank saraiva cryingfacecryingfacecryingface
"Construir a minha casa , o terreno já esta pago🙌","Construir a minha casa , o terreno já esta pagoraising_hands",onstruir a minha casa o terreno já esta pagoraisinghands,Turn on my home the land is already paidorals,turn on my home the land is already paidorals,"['turn', 'on', 'my', 'home', 'the', 'land', 'be', 'already', 'paidoral']","['turn', 'home', 'land', 'already', 'paidoral']",turn home land already paidoral
"Que vocês possa me liberar crédito 😂 sujei meu nome com vocês,  MAS já quitei a dívida,  porém nunca mais liberaram crédito 😢😢😢😢","Que vocês possa me liberar crédito face_with_tears_of_joy sujei meu nome com vocês,  MAS já quitei a dívida,  porém nunca mais liberaram crédito crying_facecrying_facecrying_facecrying_face",ue vocês possa me liberar crédito facewithtearsofjoy sujei meu nome com vocês já quitei a dívida porém nunca mais liberaram crédito cryingfacecryingfacecryingfacecryingface,You can release me credit faceWithtarSofjoy Submit my name with you I already quite the debt but never release credit CryingfaceCryingFaceFaceFaceCryingFace again,you can release me credit facewithtarsofjoy submit my name with you i already quite the debt but never release credit cryingfacecryingfacefacefacecryingface again,"['you', 'can', 'release', 'I', 'credit', 'facewithtarsofjoy', 'submit', 'my', 'name', 'with', 'you', 'I', 'already', 'quite', 'the', 'debt', 'but', 'never', 'release', 'credit', 'cryingfacecryingfacefacefacecryingface', 'again']","['release', 'I', 'credit', 'facewithtarsofjoy', 'submit', 'name', 'I', 'already', 'quite', 'debt', 'never', 'release', 'credit', 'cryingfacecryingfacefacefacecryingface']",release I credit facewithtarsofjoy submit name I already quite debt never release credit cryingfacecryingfacefacefacecryingface
@gaabi.lima20 kkk,@gaabi.lima20 kkk,gaabilima kkk,Gaabilima KKK,gaabilima kkk,"['gaabilima', 'kkk']","['gaabilima', 'kkk']",gaabilima kkk
Que o @nubank aumente mais meu limite 😍,Que o @nubank aumente mais meu limite smiling_face_with_heart-eyes,ue o nubank aumente mais meu limite smilingfacewithhearteyes,ue nubank increases more my limitfacewithhearteyes limit,ue nubank increases more my limitfacewithhearteyes limit,"['ue', 'nubank', 'increase', 'more', 'my', 'limitfacewithhearteye', 'limit']","['ue', 'nubank', 'increase', 'limitfacewithhearteye', 'limit']",ue nubank increase limitfacewithhearteye limit
"Que o banco devolva o dinheiro das minhas Ações que foram vendidas sem o meu consentimento, alegando que eu estava devendo. Como devendo se não consigo comprar sem dinheiro.
Gente parem de investir pelo Nubank para não acontecer o mesmo com vocês.","Que o banco devolva o dinheiro das minhas Ações que foram vendidas sem o meu consentimento, alegando que eu estava devendo. Como devendo se não consigo comprar sem dinheiro.
Gente parem de investir pelo Nubank para não acontecer o mesmo com vocês.",ue o banco devolva o dinheiro das minhas ções que foram vendidas sem o meu consentimento alegando que eu estava devendo omo devendo se não consigo comprar sem dinheiro ente parem de investir pelo ubank para não acontecer o mesmo com vocês,The bank will return the money from my actions that were sold without my consent claiming that I owe omo owing if I can't buy without money to stop investing for Ubank so as not to happen to you,the bank will return the money from my actions that were sold without my consent claiming that i owe omo owing if i cant buy without money to stop investing for ubank so as not to happen to you,"['the', 'bank', 'will', 'return', 'the', 'money', 'from', 'my', 'action', 'that', 'be', 'sell', 'without', 'my', 'consent', 'claim', 'that', 'I', 'owe', 'omo', 'owe', 'if', 'I', 'can', 'not', 'buy', 'without', 'money', 'to', 'stop', 'invest', 'for', 'ubank', 'so', 'as', 'not', 'to', 'happen', 'to', 'you']","['bank', 'return', 'money', 'action', 'sell', 'without', 'consent', 'claim', 'I', 'owe', 'omo', 'owe', 'I', 'buy', 'without', 'money', 'stop', 'invest', 'ubank', 'happen']",bank return money action sell without consent claim I owe omo owe I buy without money stop invest ubank happen
